,JobRole,Skills
249,Data Scientist,"Natural Language Processing, Machine Learning, Predictive Modeling, Artificial Intelligence, Neural Networks, Deep Learning, Data Science, Pattern Recognition"
250,Data Scientist,"Data Science, Predictive Modeling, Azure, GCP, Data Scientist, Hadoop, Spark, Python Programming"
251,Data Scientist,"Computer vision, Data analysis, Operational excellence, data science, Artificial Intelligence, Machine learning, Distribution system, SQL"
252,Data Scientist,"C++, data science, Analytical, Machine learning, Hadoop, microsoft, Business intelligence, Forecasting"
253,Data Scientist,"deep learning, Automation, data science, Stock exchange, Machine learning, Data mining, Analytics, Python"
254,Forecasting-Data Scientist,"Supply chain, Cloud computing, data science, Time series analysis, Demand forecasting, Consulting, Machine learning, Data collection"
255,Data Scientist,"time series analysis, python, natural language processing, neural networks, machine learning, deep learning, data science, predictive modeling"
256,Data Scientist,"Big Data, algorithms, Logistic Regression, Pyspark SQL, Spark, Machine Learning, SQL, Python"
257,Data Scientist AI/ML,"Data Analysis, Data Science, Business Consulting, Aiml, Reporting, Monitoring, Science, Consulting"
258,Data Scientist,"Python, Airflow, K Means, PySpark, Hadoop, DBSCAN, Databricks, Spark"
259,Integrity Data Engineer,"data analysis, ms access, data engineering, sql, data quality, hive, python, data analytics"
260,Data Scientist - Model development,"Data Science, Pyspark, Big Data Analytics, Logistic Regression, Decision Tree, Artificial Intelligence, Model development, Natural Language Processing"
261,Data Science and Analytics Lead,"Data Science, Predictive Modeling, Logistic Regression, Decision Tree, Text Analytics, Natural Language Processing, Neural Networks, SVM"
262,Data Analyst,"Google Sheets, Google Data Studio, Google Apps Script, Data Analysis, Data Automation, Google Forms, Data Management, Data Mining"
263,Fresher - Data Analyst,"Python, R, SQL Development, Data Management, Data Analysis, SQL Database, Data Mining, Data Extraction"
264,Data Analyst,"Google Analytics, Data Analysis, Data Analytics, Firebase, NoSQL, Flurry, Data Management, Mobile games"
265,Data Engineer,"python, pyspark, machine learning algorithms, statistics, data munging, data analytics, linear regression, power bi"
266,Business Analyst,"Financial Knowledge, Data Analytics, Business Analysis, Business Process, Finance, Process, Analytics, Analysis"
267,Data & Analytics Intern,"Data Analytics, Data Science, deep learning, PyTorch, Data algorithms, data collection, Python, SQL"
268,Business Analyst,"data analytics, debugging, software quality assurance, aws, agile methodology, project management, gap analysis, dns"
269,Business Analyst,"cloud platform, azure devops, debugging, software quality assurance, agile methodology, project management, data analytics, dns"
270,Data Analyst,"Power Bi, Data Analytics, SQL, Bi, Data analysis, Data, Analytics"
271,Data Analyst,"Power Bi, Microsoft Power Bi, Ms Power Bi, Data Analysis, Data Management, Data Extraction, Data Cleansing, Advanced Excel"
272,Data Science  Trainer | TechVidya,"python trainer, data science trainer, Machine Learning, Data Science, django, POWERBI, AI, Data Analytics"
273,Data Analyst- Remote,"python, Data Visualization, Data Analytics, Power Bi, Data Analysis, Tableau, Distribited system, Analysis"
274,IS Business Systems Analyst - Product Team Scrum Master Safety DTI,"Business Systems Analysis, data analytics, Project Management, Scrum Master, PI planning, SAFe, Business Analysis, Safety"
275,Analyst,"Analytical Skills, Market Mix Modelling, Mathematics, Logical Approach, Bayesian Regression, Word, Powerpoint, SQL"
276,Data Analyst,"SQL, Power Bi, Data Analytics, Analytics, Data, Bi, Data analysis"
277,Data Analyst,"Data Analytics, Data Management, Data Analysis, Data Reporting, Reporting, Analytics, Management, Analysis"
278,Data Analyst,"Data, Analytics, Data Management, Data Analysis, Data Visualization, Data Analytics, Data Reporting, Management"
279,Data Analyst  (Insurance Company) - For Only Kolkata based Candidates,"Data Analytics, Power Bi, Data Analysis, Advanced Excel, AWS, SQL, Python, Analytics"
280,Data Engineer,"data analytics, information technology, data warehousing, data modeling, etl process, python, microsoft azure, project delivery management"
281,Data Engineer,"data analytics, information technology, data engineering, sql, data modeling, data services, python, analytics services"
282,Data Engineer,"information technology, dimensional data modelling, data warehousing, gcp, data lake, data services, python, data analytics"
283,Data Engineer,"information technology, data migration, data engineering, sql, etl process, data analytics, azure analytics, data warehousing"
284,Data Engineer,"architecting, snowflake, data warehousing, dbms, warehouse, hive, python, data analytics"
285,Database Administrator and Developer,"Java, SQL, Data Science, MIS, Python, Database Management System, Database Handling, Data Maintenance"
286,Data Annotation Specialist,"annotation, python, data analysis, data analytics, data management, machine learning, artificial intelligence, sql"
287,Data Analyst,"Power Bi, Data Analysis, Data Visualization, Tableau, Data Manipulation, Data Extraction, Data Analytics, Data Reporting"
288,Business Analyst / Project Manager ( Generic ),"Project management, stakeholder engagements, data analytics, project Delivery, documentation, OTC products, Fixed Income, User Acceptance Testing"
289,Senior Manager - Fraud Prevention Strategy,"Process automation, Report generation, SAS, data science, Compliance, Data analytics, Management, Monitoring"
290,People Analyst (Fully WFH),"Data Analytics, UKG, Business Analytics, Power Bi, HR systems, BI reporting, HR Analytics, Python"
291,Data Analyst,"Gst, Taxation, Data Extraction, Advanced Excel, Data Processing, Data Analytics, Data Entry, MIS Reporting"
292,Data Engineer,"Data Ingestion, Data Engineering, ETL, Data Analytics, Python, Hadoop, Big Data, Engineering"
293,Data Scientist,"Data Science, Azure ML, Gen AI, R, cloud services, ML models, machine learning, Python"
294,Data Scientist,"Data Validation, Machine Learning, SQL, Data Science, Python, Predictive Modeling, Pyspark, Data Wrangling"
295,Data Scientist (Image & Visual Data Analysis),"Data Science, Visual, Natural Language Processing, Text Mining, Gensim, Deep Learning, Pytorch, NLTK"
296,Data Scientist,"Data Science, Predictive Modeling, Pyspark, Amazon Ec2, Logistic Regression, Natural Language Processing, Credit Risk Modelling, Machine Learning"
297,Data Scientist,"Data Science, Data Scientist, Artificial Intelligence, Python, Data, Science, Intelligence"
298,Technical Recruiter,"Data Science, Data Engineering, Data Analytics, Technical recruitment, Recruitment, Technical, Data, Science"
299,AM/DM - Data Analyst / Data Scientist / Digital Project Lead,"data science, Manufacturing process, big data analytics, Analytical, Machine learning, Resource allocation, Agile, Risk management"
300,Consultant - Data Scientist (CPG),"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization"
301,Business Manager - Data Ops,"Computer science, Cloud computing, Computer languages, Data analysis, Operations research, data science, Machine learning, Data analytics"
302,"Associate Director, Data Science","Data Science, GenAI, data analytics, data strategy, statistical analysis, machine learning, Deep Learning, Machine"
303,Data Product Manager,"Predictive Modeling, data science, Advanced Analytics, Customer Analytics, Predictive Analytics, Statistical Modeling, Data Analytics, Statistics"
304,Data Engineer,"C++, Usage, big data analytics, Analytical, Hadoop, Management, Supervision, SQL"
305,"Associate Manager/ Manager- Snowflake, DBT","advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization"
306,Data Analyst,"excel, VLOOKUP, Data Analysis, Data Analytics, SQL, Pivot Table, Power Bi, english"
307,Manager - Data Engineering,"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization"
308,Data Engineer,"C++, Usage, big data analytics, Analytical, Hadoop, Management, Supervision, SQL"
309,Staff Data Analyst,"Agile, E-commerce, Data analytics, Data Analyst, SQL, Data analysis, Data, Analytics"
310,Associate Manager,"advanced analytics, Data management, data science, GCP, Machine learning, Cloud, Data analytics, data visualization"
311,DATA ENGINEER,"Data analytics, Data warehousing, Python, Warehouse, Data Engineering, Data, Analytics"
312,Data Engineer,"iics, python, data analytics, datastage, scala, business process automation, data warehousing, pyspark"
313,Data Engineer,"hive, modeling, scala, data warehousing, dbms, data pipeline, sql, java"
314,Business Analyst,"dashboard development, process analysis, documentation, business analysis, business analytics, financial analysis, project management, data analysis"
315,Data Analyst,"Data Analysis, international data management, healthcare data analysis, data research, business data management, market research, Data Modeling, Data Analytics"
316,Analyst,"Stress testing, Data analysis, Interpersonal skills, Financial markets, Consulting, liquidity risk, Data analytics, Credit risk"
317,Data Engineer - Pentaho,"Computer science, Data analysis, Data management, data integrity, Data analytics, data visualization, big data, Pentaho"
318,Data Analyst,"Data Analytics, visualization, migration, Data Interpretation, migration, Machine Learning, Python, Data analysis"
319,Assistant Manager- Advance Analytics,"advanced analytics, project management, python, data analysis, data management, data analytics, natural language processing, predictive analytics"
320,Deputy Director Data Engineering,"Data Engineering, Azure Data Factory, Azure Machine learning, data analytics, data science, PySpark, Scala, Azure Databricks"
321,Business Analyst,"project management, sap, customer engagement, business analysis, marketing cloud, visualforce, data analysis, data analytics"
322,Business Analyst,"data management, business analysis, computer system validation, information gathering, process modeling, advanced analytics, project management, data analysis"
323,Application Lead,"sas analytics, pyspark, application development, agile, data munging, python, oracle, data analysis"
324,Data analyst,"Data analytics, Data Analyst, Internship, Data analysis, Data, Analytics"
